Species,Host,Year,Location,Region,Haplogroup,Approx.X,Approx.Y,Description
Vdestructor,Amellifera,2009?,Brazil,"Mafra, Santa Catarina",Korea,-26.11642,-49.8091,Year: 2009? Ref: Strapazzon et al. (2009)
Vdestructor,Amellifera,2005?,South Africa,Pretoria,Korea,-25.756353,28.231085,Year: 2005? Ref: Solignac et al. (2005)
Vdestructor,Amellifera,2014,Mauritius,Saint Pierre,Korea,-20.219379,57.532718,Year: 2014 Ref: Esnault et al. (2018)
Vdestructor,Amellifera,2011,Madagascar,"D6 Antananarivo R., Cite des Profs",Korea,-18.91,47.55,Year: 2011 Ref: Rasolofoarivao et al. (2013)
Vdestructor,Amellifera,2011,Madagascar,"D1 Manjakandriana, Betoho/Amby",Korea,-18.82,47.72,Year: 2011 Ref: Rasolofoarivao et al. (2013)
Vdestructor,Amellifera,2011,Madagascar,"D2 Anjozorobe, Masakalina",Korea,-18.34,47.88,Year: 2011 Ref: Rasolofoarivao et al. (2013)
Vdestructor,Amellifera,2011,Madagascar,D24 Rantolava region,Korea,-17.24,49.44,Year: 2011 Ref: Rasolofoarivao et al. (2013)
Vdestructor,Amellifera,1993; 1997,Indonesia,"Java, Sukabumi",Korea,-6.92387,106.93156,Year: 1993; 1997 Ref: Anderson and Fuchs (1998)
Vdestructor,Amellifera,1995,Indonesia,"Java, Pekalongan",Korea,-6.895258,109.673911,Year: 1995 Ref: Anderson and Fuchs (1998)
Vdestructor,Amellifera,2009,Tanzania,Dar es Salaam,Korea,-6.848489,39.273559,Year: 2009 Ref: Fazier et al. (2010)
Vdestructor,Amellifera,1994,Indonesia,"Java, Pati",Korea,-6.74496,111.04604,Year: 1994 Ref: Anderson and Fuchs (1998)
Vdestructor,Amellifera,1996,Indonesia,"Java, Bogor",Korea,-6.59356,106.800858,Year: 1996 Ref: Anderson and Fuchs (1998)
Vdestructor,Amellifera,2009,Tanzania,Zanzibar,Korea,-6.190072,39.214282,Year: 2009 Ref: Fazier et al. (2010)
Vdestructor,Amellifera,2009,Tanzania,Pemba,Korea,-5.418631,39.667797,Year: 2009 Ref: Fazier et al. (2010)
Vdestructor,Amellifera,2009,Tanzania,Tanga,Korea,-5.10174,39.045053,Year: 2009 Ref: Fazier et al. (2010)
Vdestructor,Amellifera,2009,Kenya,Kilifi,Korea,-3.530112,39.909432,Year: 2009 Ref: Fazier et al. (2010)
Vdestructor,Amellifera,2009,Kenya,Malindi,Korea,-3.219989,40.117309,Year: 2009 Ref: Fazier et al. (2010)
Vdestructor,Amellifera,1995,Indonesia,"Irian Jaya, Yapen island",Korea,-1.87801,136.23666,Year: 1995 Ref: Anderson and Fuchs (1998)
Vdestructor,Amellifera,2009,Kenya,Machakos,Korea,-1.520089,37.266162,Year: 2009 Ref: Fazier et al. (2010)
Vdestructor,Amellifera,2009,Kenya,Kitui,Korea,-1.374922,37.989983,Year: 2009 Ref: Fazier et al. (2010)
Vdestructor,Amellifera,1995,Indonesia,"Irian Jaya, Biak island",Korea,-1.175351,136.071908,Year: 1995 Ref: Anderson and Fuchs (1998)
Vdestructor,Amellifera,2009,Kenya,Murang'a,Korea,-0.71719,37.147944,Year: 2009 Ref: Fazier et al. (2010)
Vdestructor,Amellifera,2009,Kenya,Nyahururu,Korea,0.030718,36.364181,Year: 2009 Ref: Fazier et al. (2010)
Vdestructor,Amellifera,2009,Kenya,Meru,Korea,0.134882,37.708346,Year: 2009 Ref: Fazier et al. (2010)
Vdestructor,Amellifera,2009,Kenya,Kakamega,Korea,0.282766,34.753905,Year: 2009 Ref: Fazier et al. (2010)
Vdestructor,Amellifera,2009,Kenya,Isiolo,Korea,0.346613,37.581592,Year: 2009 Ref: Fazier et al. (2010)
Vdestructor,Amellifera,2016?,Cameroon,Ngolemakon,Korea,3.08313,11.42539,Year: 2016? Ref: Cham et al. (2017)
Vdestructor,Amellifera,2016?,Cameroon,Ngaoundere,Korea,7.33814,13.56683,Year: 2016? Ref: Cham et al. (2017)
Vdestructor,Amellifera,2017?,Benin,Dijadja,Korea,7.34611,1.936351,Year: 2017? Ref: Kelomey et al. (2017)
Vdestructor,Amellifera,2017?,Benin,Dassa,Korea,7.779256,2.191874,Year: 2017? Ref: Kelomey et al. (2017)
Vdestructor,Amellifera,2017?,Benin,Savalou,Korea,7.928325,1.971694,Year: 2017? Ref: Kelomey et al. (2017)
Vdestructor,Amellifera,2017?,Benin,Save,Korea,8.029585,2.482979,Year: 2017? Ref: Kelomey et al. (2017)
Vdestructor,Amellifera,2017?,Benin,Bante,Korea,8.409505,1.888336,Year: 2017? Ref: Kelomey et al. (2017)
Vdestructor,Amellifera,2017?,Benin,Ouesse,Korea,8.487778,2.432132,Year: 2017? Ref: Kelomey et al. (2017)
Vdestructor,Amellifera,2017?,Benin,Manigri,Korea,8.973864,1.72057,Year: 2017? Ref: Kelomey et al. (2017)
Vdestructor,Amellifera,2017?,Benin,Bassila,Korea,9.00664,1.667825,Year: 2017? Ref: Kelomey et al. (2017)
Vdestructor,Amellifera,2017?,Benin,Nagayile,Korea,9.264,1.55182,Year: 2017? Ref: Kelomey et al. (2017)
Vdestructor,Amellifera,2017?,Benin,Parakou,Korea,9.339171,2.612582,Year: 2017? Ref: Kelomey et al. (2017)
Vdestructor,Amellifera,2017?,Benin,Djougou,Korea,9.705218,1.657904,Year: 2017? Ref: Kelomey et al. (2017)
Vdestructor,Amellifera,2017?,Benin,Kopargo,Korea,9.835399,1.548101,Year: 2017? Ref: Kelomey et al. (2017)
Vdestructor,Amellifera,2017?,Benin,N'dali,Korea,9.853805,2.716938,Year: 2017? Ref: Kelomey et al. (2017)
Vdestructor,Amellifera,2017?,Benin,Biro,Korea,9.900797,2.945135,Year: 2017? Ref: Kelomey et al. (2017)
Vdestructor,Amellifera,2017?,Benin,Nikki,Korea,9.932666,3.212662,Year: 2017? Ref: Kelomey et al. (2017)
Vdestructor,Amellifera,2017?,Benin,Boukoumbe,Korea,10.180224,1.098955,Year: 2017? Ref: Kelomey et al. (2017)
Vdestructor,Amellifera,2017?,Benin,Bembereke,Korea,10.217527,2.662204,Year: 2017? Ref: Kelomey et al. (2017)
Vdestructor,Amellifera,2005?,Philippines,Cebu City,Korea,10.297433,123.896971,Year: 2005? Ref: Solignac et al. (2005)
Vdestructor,Amellifera,2017?,Benin,Sinende,Korea,10.344114,2.381844,Year: 2017? Ref: Kelomey et al. (2017)
Vdestructor,Amellifera,2017?,Benin,Beroubouay,Korea,10.533221,2.733461,Year: 2017? Ref: Kelomey et al. (2017)
Vdestructor,Amellifera,2005?,Philippines,Bico Luzon,Korea,15.657496,121.043474,Year: 2005? Ref: Solignac et al. (2005)
Vdestructor,Amellifera,2005?,Mexico,Mexico A,Korea,19.320434,-99.185686,Year: 2005? Ref: Solignac et al. (2005)
Vdestructor,Amellifera,1999?,Viet Nam,Moc Chau,Korea,20.92208,104.75209,Year: 1999? Ref: Fuchs et al. (2000) 
Vdestructor,Amellifera,1999?,Viet Nam,Hanoi,Korea,21.00555,105.84346,Year: 1999? Ref: Fuchs et al. (2000) 
Vdestructor,Amellifera,1996,Vietnam,Hanoi,Korea,21.00555,105.84346,Year: 1996 Ref: Navajas et al. (2010)
Vdestructor,Amellifera,2001,China,"Xishuangbann, Yunnan Prov.",Korea,23.0652,100.6207,Year: 2001 Ref: Zhou et al. (2004)
Vdestructor,Amellifera,2002,China,"Mongzi Co., Yunnan Prov.",Korea,23.39207,103.36542,Year: 2002 Ref: Zhou et al. (2004)
Vdestructor,Amellifera,2001,China,"Zhongshan, Guangdong Prov.",Korea,24.03474,113.07061,Year: 2001 Ref: Zhou et al. (2004)
Vdestructor,Amellifera,2002,China,"Xishuanbanna, Yunnan Prov.",Korea,25.1014,102.35185,Year: 2002 Ref: Navajas et al. (2010)
Vdestructor,Amellifera,2015-2016,Iran,Chabahar,Korea,25.29687,60.64592,Year: 2015-2016 Ref: Farjamfar et al. (2018)
Vdestructor,Amellifera,2001,China,"Fuzhou, Nanjing Co., Fujian Prov.",Korea,26.65246,118.32837,Year: 2001 Ref: Zhou et al. (2004)
Vdestructor,Amellifera,2001,China,"Guiyang, Guizhou Prov.",Korea,27.19536,107.46825,Year: 2001 Ref: Zhou et al. (2004)
Vdestructor,Amellifera,2015-2016,Iran,Dalgan,Korea,27.5088,59.333,Year: 2015-2016 Ref: Farjamfar et al. (2018)
Vdestructor,Amellifera,2006-2007,Spain,"El Hierro, Canary island",Korea,27.72549,-18.0243,Year: 2006-2007 Ref: Munoz et al. (2008)
Vdestructor,Amellifera,2002,China,"Yuanjiang, Hunan Prov.",Korea,27.94781,112.39087,Year: 2002 Ref: Zhou et al. (2004)
Vdestructor,Amellifera,2001,China,"Ji’an Co., Jiangxi Prov.",Korea,28.48153,116.45835,Year: 2001 Ref: Zhou et al. (2004)
Vdestructor,Amellifera,2004,China,"Nanchang, Jiangxi Prov.",Korea,28.68289,115.85819,Year: 2004 Ref: Navajas et al. (2010)
Vdestructor,Amellifera,2015-2016,Iran,Zahedan,Korea,29.45192,60.88419,Year: 2015-2016 Ref: Farjamfar et al. (2018)
Vdestructor,Amellifera,2001,China,"Hangzhou, Yiwu, Dongyang Co.,  Zhejiang Prov.",Korea,29.54437,120.34273,Year: 2001 Ref: Zhou et al. (2004)
Vdestructor,Amellifera,1994-1996; 1998?,United States,Louisiana,Korea,30.379489,-91.166622,"Year: 1994-1996; 1998? Ref: de Guzman et al. (1997,1999)"
Vdestructor,Amellifera,2001,China,"Mianzhu Co., Sichuan Prov.",Korea,31.33807,104.22073,Year: 2001 Ref: Zhou et al. (2004)
Vdestructor,Amellifera,2005?,Israel,Bet Degan,Korea,32.00178,34.8297,Year: 2005? Ref: Solignac et al. (2005)
Vdestructor,Amellifera,2015-2016,Iran,Shahreza,Korea,32.0081,51.86283,Year: 2015-2016 Ref: Farjamfar et al. (2018)
Vdestructor,Amellifera,2001,China,"Huangshan, Anhui Prov.",Korea,32.23438,117.09983,Year: 2001 Ref: Zhou et al. (2004)
Vdestructor,Amellifera,2005?,Japan,Yatsuhiro,Korea,32.475797,130.607262,Year: 2005? Ref: Solignac et al. (2005)
Vdestructor,Amellifera,2015-2016,Iran,Sepahan,Korea,32.55282,51.66762,Year: 2015-2016 Ref: Farjamfar et al. (2018)
Vdestructor,Amellifera,2015-2016,Iran,Najafabad,Korea,32.63242,51.36799,Year: 2015-2016 Ref: Farjamfar et al. (2018)
Vdestructor,Amellifera,2015-2016,Iran,Birjand,Korea,32.8649,59.22624,Year: 2015-2016 Ref: Farjamfar et al. (2018)
Vdestructor,Amellifera,2015-2016,Iran,Khansar,Korea,33.28116,50.31722,Year: 2015-2016 Ref: Farjamfar et al. (2018)
Vdestructor,Amellifera,2001,China,"Nanjin, Xuzhou, Liuhe Co., Jiangsu  Prov.",Korea,33.661,119.62975,Year: 2001 Ref: Zhou et al. (2004)
Vdestructor,Amellifera,2015-2016,Iran,Sanandaj,Korea,35.32187,46.98616,Year: 2015-2016 Ref: Farjamfar et al. (2018)
Vdestructor,Amellifera,2005?,Japan,Yokohama,Korea,35.474602,139.588154,Year: 2005? Ref: Solignac et al. (2005)
Vdestructor,Amellifera,2015-2016,Iran,Marivan,Korea,35.52109,46.17568,Year: 2015-2016 Ref: Farjamfar et al. (2018)
Vdestructor,Amellifera,2015-2016,Iran,Shahr-e-rey,Korea,35.57704,51.46246,Year: 2015-2016 Ref: Farjamfar et al. (2018)
Vdestructor,Amellifera,2015-2016,Iran,Shahriar,Korea,35.67067,51.02275,Year: 2015-2016 Ref: Farjamfar et al. (2018)
